symbol,companyName,sector,industry,exchange,ceo,description,website,mktCap,volAvg,beta,price
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,Nasdaq Global Select,Jeffrey M Leiden,"Vertex Pharmaceuticals Inc is engaged in the business of discovering, developing, manufacturing and commercializing small molecule drugs for patients with serious diseases in specialty markets. Its products include SYMDEKO, ORKAMBI, and KALYDECO.",http://www.vrtx.com,6.6062942E10,2174049,1.488195,254.9
QTS,QTS Realty Trust Inc. Class A,Real Estate,REITs,New York Stock Exchange,Chad L. Williams,"QTS Realty Trust Inc is a real estate investment trust in the United States. Its properties mainly include data centers which are mainly located in the United States and in other locations such as Canada, Europe, and Asia.",http://www.qtsdatacenters.com,3.79601408E9,852903,0.583473,62.85
CNHI,CNH Industrial N.V.,Industrials,Farm & Construction Machinery,New York Stock Exchange,Richard Tobin,"CNH Industrial NV is engaged in capital goods sector. It designs, manufactures and sells agricultural and construction equipment such as trucks, commercial vehicles, buses, engines and transmissions for vehicles and engines for marine applications.",http://www.cnhindustrial.com,8.1145221E9,2472626,1.374367,6.01
CNX,CNX Resources Corporation,Energy,Oil & Gas - E&P,New York Stock Exchange,Nicholas J. DeIuliis,"CNX Resources Corp is a Pittsburgh-based energy producer. The company is engaged in natural gas exploration, development and production with operations centered in the major shale formations of the Appalachian basin.",http://www.cnx.com,1.89864883E9,6691190,0.514333,10.15
INFO,IHS Markit Ltd.,Technology,Application Software,Nasdaq Global Select,Lance Uggla,"IHS Markit Ltd is a provider of data and analytics to corporate and sovereign clients across various industries. It products include economic forecasting, cost modeling, risk assessments and scenario analysis, competitive benchmarking and consulting.",https://www.ihsmarkit.com,2.60492165E10,3217042,0.884485,65.3
YY,YY Inc.,Technology,Online Media,Nasdaq Global Select,Xueling David Li,"YY Inc is a social communication platform that engages users in real-time online group activities through voice, text and video. Its platform consists of YY Client, the YY.com and Duowan.com web portals and Mobile YY.",http://investors.yy.com,4.19172838E9,1105003,1.191399,53.25
ES,Eversource Energy (D/B/A),Utilities,Utilities - Regulated,New York Stock Exchange,James J. Judge,"Eversource Energy is a public utility holding company, which is engaged in the energy delivery business. The company operates through electric distribution, electric transmission and natural gas distribution segments.",https://www.eversource.com,2.68596429E10,2398741,0.18634,79.87
FWONK,Liberty Media Corporation Series C,Consumer Cyclical,Entertainment,Nasdaq Global Select,Gregory B. Maffei,"Liberty Formula One Group is a holding company which owns interests in media, communications and entertainment businesses. The company makes investments in various businesses across the international markets.",http://www.libertymedia.com,7.1754286E9,2307404,0.65134,31.21
ARMK,Aramark,Consumer Cyclical,Restaurants,New York Stock Exchange,Eric J. Foss,"Aramark is engaged in the restaurant business. Apart from its core focus on providing food services, Aramark engages in providing facilities and uniform services. It caters to education, healthcare and leisure markets.",http://www.aramark.com,6.5640136E9,4451992,0.866779,26.02
NOW,ServiceNow Inc.,Technology,Application Software,New York Stock Exchange,John J. Donahoe,"ServiceNow Inc provides cloud-based solutions that define, structure, manage, and automate services for enterprise operations in North America, Europe, the Middle East, Africa, the Asia Pacific, and other countries.",http://www.servicenow.com,6.4745918E10,2562507,1.353288,339.51
ILG,ILG Inc,Consumer Cyclical,Travel & Leisure,Nasdaq Global Select,Craig M. Nash,"ILG Inc is a provider of professionally delivered vacation experiences. It provides management service to vacation ownership properties. It holds the license for the Hyatt, Sheraton, and Westin brands in vacation ownership.",http://www.iilg.com,4305420000.00,1787513,1.414353,34.17
APTV,Aptiv PLC,Consumer Cyclical,Autos,New York Stock Exchange,Kevin P. Clark,"Aptiv PLC primarily supplies components and systems that are used to build a vehicle's electrical system. The company also provides body controls, infotainment and connectivity systems for the automobile industry.",http://www.aptiv.com,1.67806495E10,2353565,2.019392,65.75
HOMB,Home BancShares Inc.,Financial Services,Banks,Nasdaq Global Select,C. Randall Sims,"Home BancShares Inc is active in the financial services sector in the United States. The bank provides a broad range of commercial and retail banking, as well as related financial services. The bank's main source of net revenue is net interest income.",http://www.homebancshares.com,2.40290355E9,1075228,1.203204,14.55
NSC,Norfolk Southern Corporation,Industrials,Transportation & Logistics,New York Stock Exchange,James A. Squires,"Norfolk Southern Corp conducts rail transportation business. It transports raw materials, intermediate products, and finished goods in the United States.",http://www.nscorp.com,4.3895534E10,2077534,1.373524,170.73
NKTR,Nektar Therapeutics,Healthcare,Biotechnology,Nasdaq Global Select,Howard W. Robin,"Nektar Therapeutics Inc is a biopharmaceutical company engaged in the development of new molecules to treat diseases with unmet medical needs. The company's research and development activities involve small-molecule drugs, and peptides.",http://www.nektar.com,3.20579149E9,1537109,2.58516,18.055
PSX,Phillips 66,Energy,Oil & Gas - Refining & Marketing,New York Stock Exchange,Greg Garland,Phillips 66 is an oil and gas company that purchases for resale and markets refined petroleum products. Its joint venture operates facilities in the United States and the Middle East and primarily produces olefins and polyolefins.,http://www.phillips66.com,2.90549309E10,4796384,1.113827,66.36
CERN,Cerner Corporation,Technology,Application Software,Nasdaq Global Select,David Brent Shafer,"Cerner Corp is a supplier of healthcare information technology and offers software, professional services, medical device integration, remote hosting and employer health, and wellness services. The Domestic segment generates maximum revenue.",http://www.cerner.com,2.03031204E10,2909525,0.936762,66.71
AKAM,Akamai Technologies Inc.,Technology,Application Software,Nasdaq Global Select,F. Thomson Leighton,"Akamai Technologies Inc is a United States based company which provides cloud services for delivering, optimizing and securing online content and business applications over the Internet.",http://www.akamai.com,1.55293204E10,2320122,0.583473,95.86
CS,Credit Suisse Group American Depositary Shares,Financial Services,Banks,New York Stock Exchange,Tidjane C. Thiam,"Credit Suisse Group AG is a Swiss-based company providing banking and financial services. It offers various services such as investment banking, wealth management, and asset management.",http://www.credit-suisse.com,2.0931287E10,4814574,1.559935,8.67
ARRS,ARRIS International plc,Technology,Communication Equipment,Nasdaq Global Select,Bruce W. McClelland,"ARRIS International PLC is a media entertainment and data communications solutions provider. It provides Customer Premises Equipment including set-top, gateway, DSL & cable modem; and Network & Cloud including video infrastructure.",http://www.arris.com,5758480000.00,1557269,0.914293,31.64
PNW,Pinnacle West Capital Corporation,Utilities,Utilities - Regulated,New York Stock Exchange,Donald E. Brandt,"Pinnacle West Capital Corp is an investor owned electric utility holding company based in Phoenix, Arizona. It provides retail or/and wholesale electric service through its subsidiary Arizona Public Service.",http://www.pinnaclewest.com,8.337685E9,1199025,0.026138,74.12
AMH,American Homes 4 Rent of Beneficial Interest,Real Estate,REITs,New York Stock Exchange,David Singelyn,"American Homes 4 Rent is an internally managed real estate investment trust (REIT) focused on acquiring, renovating, leasing and operating single-family homes as rental properties.",http://www.americanhomes4rent.com,6.9965297E9,3228476,0.602866,23.25
CDNS,Cadence Design Systems Inc.,Technology,Application Software,Nasdaq Global Select,Lip-Bu Tan,"Cadence Design Systems Inc develops system design enablement solutions that are used to design whole electronics systems, complex integrated circuits, and electronic devices. The firm provides maintenance services for its software, hardware, and others.",http://www.cadence.com,2.11735409E10,2574480,1.159359,75.84
FOE,Ferro Corporation,Basic Materials,Chemicals,New York Stock Exchange,Peter T. Thomas,"Ferro Corp is a producer of specialty materials and chemicals that are sold to the manufacturers who, in turn, make products for many end-use markets. It offers electronic materials, color and glass performance materials, pigments, powders & oxides.",http://www.ferro.com,7.368839E8,956101,2.18634,8.96
A,Agilent Technologies Inc.,Healthcare,Medical Diagnostics & Research,New York Stock Exchange,Michael R. McMullen,"Agilent Technologies Inc is engaged in life sciences, diagnostics and applied chemical markets. The company provides application focused solutions that include instruments, software, services and consumables for the entire laboratory workflow.",http://www.agilent.com,2.2979201E10,2542798,1.424957,74.21
MDRX,Allscripts Healthcare Solutions Inc.,Technology,Application Software,Nasdaq Global Select,Paul M. Black,"Allscripts Healthcare Solutions Inc is a provider of clinical, financial, connectivity and information solutions and related professional services that empower hospitals, physicians and post-acute organizations to deliver world-class outcomes.",http://www.allscripts.com,1.0021424E9,2422571,1.420741,6.19
MOS,Mosaic Company (The),Basic Materials,Agriculture,New York Stock Exchange,James C. O'Rourke,Mosaic Co has its activities based in the agriculture industry. Its business involves production and marketing of crop enhancement products such as concentrated phosphate and potash crop nutrients.,http://www.mosaicco.com,4.22607283E9,6504761,1.615514,11.15
CTB,Cooper Tire & Rubber Company,Consumer Cyclical,Autos,New York Stock Exchange,Bradley E. Hughes,"Cooper Tire & Rubber Co is an American tire producer. It is engaged in manufacturing and marketing replacement tires. The company specializes in the design, manufacture, marketing and sales of passenger car and light truck tires.",http://www.coopertire.com,1.04302157E9,523758,0.658516,20.75
